~iteration~,metric_loss,total_loss,classifier_loss
0,0.06937697529792786,0.06937697529792786,0.0
1,0.07325559854507446,0.07325559854507446,0.0
2,0.08332584798336029,0.08332584798336029,0.0
3,0.07255478203296661,0.07255478203296661,0.0
4,0.07794056087732315,0.07794056087732315,0.0
5,0.07673359662294388,0.07673359662294388,0.0
6,0.06759174913167953,0.06759174913167953,0.0
7,0.07059195637702942,0.07059195637702942,0.0
8,0.0806390792131424,0.0806390792131424,0.0
9,0.0647076815366745,0.0647076815366745,0.0
10,0.07018840312957764,0.07018840312957764,0.0
11,0.08070162683725357,0.08070162683725357,0.0
12,0.0731615349650383,0.0731615349650383,0.0
13,0.06183967739343643,0.06183967739343643,0.0
14,0.07773324847221375,0.07773324847221375,0.0
15,0.0706072524189949,0.0706072524189949,0.0
16,0.07783318310976028,0.07783318310976028,0.0
17,0.06708066165447235,0.06708066165447235,0.0
18,0.07921852916479111,0.07921852916479111,0.0
19,0.08170311897993088,0.08170311897993088,0.0
20,0.06252431124448776,0.06252431124448776,0.0
21,0.07867437601089478,0.07867437601089478,0.0
22,0.06752630323171616,0.06752630323171616,0.0
23,0.06901133805513382,0.06901133805513382,0.0
24,0.06805600970983505,0.06805600970983505,0.0
25,0.07076495885848999,0.07076495885848999,0.0
26,0.06203485652804375,0.06203485652804375,0.0
27,0.08869381248950958,0.08869381248950958,0.0
28,0.07408590614795685,0.07408590614795685,0.0
29,0.06821125000715256,0.06821125000715256,0.0
30,0.07274089008569717,0.07274089008569717,0.0
31,0.07422313094139099,0.07422313094139099,0.0
32,0.08204981684684753,0.08204981684684753,0.0
33,0.07204589247703552,0.07204589247703552,0.0
34,0.07492563128471375,0.07492563128471375,0.0
35,0.07864250987768173,0.07864250987768173,0.0
36,0.08726830780506134,0.08726830780506134,0.0
37,0.08987748622894287,0.08987748622894287,0.0
38,0.08498498052358627,0.08498498052358627,0.0
39,0.07069392502307892,0.07069392502307892,0.0
40,0.07412069290876389,0.07412069290876389,0.0
41,0.07421723008155823,0.07421723008155823,0.0
42,0.07346833497285843,0.07346833497285843,0.0
43,0.07639449089765549,0.07639449089765549,0.0
44,0.07867781817913055,0.07867781817913055,0.0
45,0.05975886434316635,0.05975886434316635,0.0
46,0.06683490425348282,0.06683490425348282,0.0
47,0.07726921141147614,0.07726921141147614,0.0
48,0.07437597960233688,0.07437597960233688,0.0
49,0.07138001173734665,0.07138001173734665,0.0
50,0.06559871137142181,0.06559871137142181,0.0
51,0.07696937769651413,0.07696937769651413,0.0
52,0.07004357874393463,0.07004357874393463,0.0
53,0.06170324236154556,0.06170324236154556,0.0
54,0.0777117982506752,0.0777117982506752,0.0
55,0.07189366966485977,0.07189366966485977,0.0
56,0.06405237317085266,0.06405237317085266,0.0
57,0.07519584894180298,0.07519584894180298,0.0
58,0.07643745839595795,0.07643745839595795,0.0
59,0.07265636324882507,0.07265636324882507,0.0
60,0.07879261672496796,0.07879261672496796,0.0
61,0.08304581046104431,0.08304581046104431,0.0
62,0.07138223201036453,0.07138223201036453,0.0
63,0.08535947650671005,0.08535947650671005,0.0
64,0.07550439983606339,0.07550439983606339,0.0
65,0.07139132916927338,0.07139132916927338,0.0
66,0.08239040523767471,0.08239040523767471,0.0
67,0.08621089160442352,0.08621089160442352,0.0
68,0.07053210586309433,0.07053210586309433,0.0
69,0.06728735566139221,0.06728735566139221,0.0
70,0.0816698893904686,0.0816698893904686,0.0
71,0.05776002258062363,0.05776002258062363,0.0
72,0.08447159081697464,0.08447159081697464,0.0
73,0.0803331807255745,0.0803331807255745,0.0
74,0.06657125055789948,0.06657125055789948,0.0
75,0.06849355250597,0.06849355250597,0.0
76,0.05287274718284607,0.05287274718284607,0.0
77,0.086790069937706,0.086790069937706,0.0
78,0.07720094174146652,0.07720094174146652,0.0
79,0.08035500347614288,0.08035500347614288,0.0
80,0.08967594802379608,0.08967594802379608,0.0
81,0.08568581193685532,0.08568581193685532,0.0
82,0.06988188624382019,0.06988188624382019,0.0
83,0.055643174797296524,0.055643174797296524,0.0
84,0.07283218950033188,0.07283218950033188,0.0
85,0.08601249009370804,0.08601249009370804,0.0
86,0.08910754323005676,0.08910754323005676,0.0
87,0.06203703209757805,0.06203703209757805,0.0
88,0.07978218793869019,0.07978218793869019,0.0
89,0.08237367868423462,0.08237367868423462,0.0
90,0.04558337852358818,0.04558337852358818,0.0
91,0.08414960652589798,0.08414960652589798,0.0
92,0.05903107672929764,0.05903107672929764,0.0
93,0.08551044762134552,0.08551044762134552,0.0
94,0.08791407197713852,0.08791407197713852,0.0
95,0.07980074733495712,0.07980074733495712,0.0
96,0.0766642764210701,0.0766642764210701,0.0
97,0.07250576466321945,0.07250576466321945,0.0
98,0.06137442961335182,0.06137442961335182,0.0
99,0.07301585376262665,0.07301585376262665,0.0
100,0.08273844420909882,0.08273844420909882,0.0
101,0.08246495574712753,0.08246495574712753,0.0
102,0.07056840509176254,0.07056840509176254,0.0
103,0.06025374308228493,0.06025374308228493,0.0
104,0.05425531044602394,0.05425531044602394,0.0
105,0.0760737732052803,0.0760737732052803,0.0
106,0.08099991083145142,0.08099991083145142,0.0
107,0.07502574473619461,0.07502574473619461,0.0
108,0.0826764926314354,0.0826764926314354,0.0
109,0.0724104642868042,0.0724104642868042,0.0
110,0.06972889602184296,0.06972889602184296,0.0
111,0.07806157320737839,0.07806157320737839,0.0
112,0.06413955241441727,0.06413955241441727,0.0
113,0.07779968529939651,0.07779968529939651,0.0
114,0.09047245979309082,0.09047245979309082,0.0
115,0.0763750970363617,0.0763750970363617,0.0
116,0.0648852065205574,0.0648852065205574,0.0
117,0.0729113221168518,0.0729113221168518,0.0
118,0.06874870508909225,0.06874870508909225,0.0
119,0.07684727013111115,0.07684727013111115,0.0
120,0.06353103369474411,0.06353103369474411,0.0
121,0.07660172879695892,0.07660172879695892,0.0
122,0.06915394961833954,0.06915394961833954,0.0
123,0.0833587497472763,0.0833587497472763,0.0
124,0.07130641490221024,0.07130641490221024,0.0
125,0.08722040802240372,0.08722040802240372,0.0
126,0.06698167324066162,0.06698167324066162,0.0
127,0.07171859592199326,0.07171859592199326,0.0
128,0.06804952025413513,0.06804952025413513,0.0
129,0.07232190668582916,0.07232190668582916,0.0
130,0.08165271580219269,0.08165271580219269,0.0
131,0.0749422088265419,0.0749422088265419,0.0
132,0.07080714404582977,0.07080714404582977,0.0
133,0.07641886174678802,0.07641886174678802,0.0
134,0.05729515850543976,0.05729515850543976,0.0
135,0.07149025797843933,0.07149025797843933,0.0
136,0.06462787836790085,0.06462787836790085,0.0
137,0.08623462170362473,0.08623462170362473,0.0
138,0.07176816463470459,0.07176816463470459,0.0
139,0.08395105600357056,0.08395105600357056,0.0
140,0.07157676666975021,0.07157676666975021,0.0
141,0.060492049902677536,0.060492049902677536,0.0
142,0.08558201044797897,0.08558201044797897,0.0
143,0.060263440012931824,0.060263440012931824,0.0
144,0.059959776699543,0.059959776699543,0.0
145,0.07234259694814682,0.07234259694814682,0.0
146,0.0900510773062706,0.0900510773062706,0.0
147,0.07359640300273895,0.07359640300273895,0.0
148,0.05613245069980621,0.05613245069980621,0.0
149,0.07901783287525177,0.07901783287525177,0.0
150,0.07532092928886414,0.07532092928886414,0.0
151,0.08365394920110703,0.08365394920110703,0.0
152,0.07976062595844269,0.07976062595844269,0.0
153,0.05746767297387123,0.05746767297387123,0.0
154,0.0648936927318573,0.0648936927318573,0.0
155,0.0624932162463665,0.0624932162463665,0.0
156,0.08105907589197159,0.08105907589197159,0.0
157,0.06891251355409622,0.06891251355409622,0.0
158,0.06068963557481766,0.06068963557481766,0.0
159,0.05786636099219322,0.05786636099219322,0.0
160,0.08605393022298813,0.08605393022298813,0.0
161,0.07387200742959976,0.07387200742959976,0.0
162,0.07128208130598068,0.07128208130598068,0.0
163,0.07573018968105316,0.07573018968105316,0.0
164,0.07064350694417953,0.07064350694417953,0.0
165,0.07229743152856827,0.07229743152856827,0.0
166,0.06918560713529587,0.06918560713529587,0.0
167,0.08236659318208694,0.08236659318208694,0.0
168,0.08668006211519241,0.08668006211519241,0.0
169,0.07956741005182266,0.07956741005182266,0.0
170,0.07720691710710526,0.07720691710710526,0.0
171,0.06366168707609177,0.06366168707609177,0.0
172,0.07493344694375992,0.07493344694375992,0.0
173,0.07655811309814453,0.07655811309814453,0.0
174,0.06387968361377716,0.06387968361377716,0.0
175,0.08658905327320099,0.08658905327320099,0.0
176,0.06603893637657166,0.06603893637657166,0.0
177,0.08241796493530273,0.08241796493530273,0.0
178,0.07546544820070267,0.07546544820070267,0.0
179,0.07100319862365723,0.07100319862365723,0.0
180,0.07480370253324509,0.07480370253324509,0.0
181,0.07925841957330704,0.07925841957330704,0.0
182,0.062639020383358,0.062639020383358,0.0
183,0.07008790224790573,0.07008790224790573,0.0
184,0.06377960741519928,0.06377960741519928,0.0
185,0.0783996731042862,0.0783996731042862,0.0
186,0.08319351077079773,0.08319351077079773,0.0
187,0.0778568834066391,0.0778568834066391,0.0
188,0.0766209065914154,0.0766209065914154,0.0
189,0.07983504235744476,0.07983504235744476,0.0
190,0.06096590682864189,0.06096590682864189,0.0
191,0.06585158407688141,0.06585158407688141,0.0
192,0.08107158541679382,0.08107158541679382,0.0
193,0.07531562447547913,0.07531562447547913,0.0
194,0.06830746680498123,0.06830746680498123,0.0
195,0.06860122084617615,0.06860122084617615,0.0
196,0.064592644572258,0.064592644572258,0.0
197,0.06244651973247528,0.06244651973247528,0.0
198,0.08436962217092514,0.08436962217092514,0.0
199,0.07000653445720673,0.07000653445720673,0.0
200,0.07265974581241608,0.07265974581241608,0.0
201,0.08160426467657089,0.08160426467657089,0.0
202,0.06314796209335327,0.06314796209335327,0.0
203,0.05855575203895569,0.05855575203895569,0.0
204,0.06865426152944565,0.06865426152944565,0.0
205,0.06466292589902878,0.06466292589902878,0.0
206,0.06578762084245682,0.06578762084245682,0.0
207,0.0626869946718216,0.0626869946718216,0.0
208,0.06789220124483109,0.06789220124483109,0.0
209,0.06838994473218918,0.06838994473218918,0.0
210,0.049516063183546066,0.049516063183546066,0.0
211,0.06778193265199661,0.06778193265199661,0.0
212,0.05328376218676567,0.05328376218676567,0.0
213,0.07066836953163147,0.07066836953163147,0.0
214,0.08309528231620789,0.08309528231620789,0.0
215,0.05284075438976288,0.05284075438976288,0.0
216,0.051357969641685486,0.051357969641685486,0.0
217,0.07673394680023193,0.07673394680023193,0.0
218,0.08463757485151291,0.08463757485151291,0.0
219,0.07294803112745285,0.07294803112745285,0.0
220,0.08367504924535751,0.08367504924535751,0.0
221,0.0684276670217514,0.0684276670217514,0.0
222,0.07734941691160202,0.07734941691160202,0.0
223,0.07545995712280273,0.07545995712280273,0.0
224,0.0745648443698883,0.0745648443698883,0.0
225,0.07236319035291672,0.07236319035291672,0.0
226,0.05271172523498535,0.05271172523498535,0.0
227,0.0700955018401146,0.0700955018401146,0.0
228,0.07477811723947525,0.07477811723947525,0.0
